Săn người khổng lồ	巨人獵手
Hủy Diệt	毀滅
Nguyên Tố	元素
Kiên Cường	堅韌
Kháng Tính	抗性
Dũng Khí	勇氣
Gió	風
May Mắn	幸運
Sung Túc	豐饒
Hội tụ Nguyên tố	元素匯聚
Sức mạnh	力量
Sinh lực	生命力
Nước rút	衝刺
Chuẩn xác	精準
Đòn chí tử	致命一擊
Chinh phạt	征服
Viễn chinh	遠征
Bảo hộ	庇護
Quyết đấu	決鬥
Chiến đấu	戰鬥
Cách điện	絕緣
Kháng Nhiệt	耐熱
Giải Độc	解毒
Da Sắt	鐵皮
Bất khuất	不屈
Chống Sét	抗雷
Miễn nhiễm	免疫
Tăng tốc Hồi chiêu	加速冷卻
Xuyên thấu	穿透
Mở rộng Túi đồ	擴充背包
Mở rộng Kho	擴充倉庫
Giảm Thời gian Săn	縮短狩獵時間
Tái chế Vé Triệu Hồi Thú cưng	回收寵物召喚券
Tái chế	回收
Cánh	翅膀
Xác nhận	確認
Giữ nguyên	保持不變
Không CD	無冷卻
cần sync	需要同步
Hiển thị	顯示
tin bán - Giá gốc	筆上架－原價
tin bán	筆上架
cùng cấp	同階
Cực Khó	極難
Không tìm thấy viên ngọc nào phù hợp với bộ lọc.	找不到符合篩選條件的寶石。
Không tìm thấy trang bị nào phù hợp với bộ lọc.	找不到符合篩選條件的裝備。
Trực tiếp	即時
Đang kết nối...	連線中…
Đã tạm dừng cập nhật	已暫停更新
Tự Động Cập Nhật	自動更新
Game chưa mở (Offline)	遊戲尚未開啟（離線）
Thử Kết Nối Lại	重試連線
Đang TỰ ĐỘNG kích hoạt Steam mở lại game... (Hoàn toàn tự động, không cần thao tác bấm). Nếu trình duyệt hỏi	正在透過 Steam 自動重啟遊戲（無須點擊）。若瀏覽器詢問，請選擇
hãy tích chọn để tự động hoàn toàn.	請勾選以允許後續自動啟動。
Mất kết nối vượt ngưỡng	斷線時間超過門檻
Đang TỰ ĐỘNG mở lại game qua Steam protocol...	正在透過 Steam 通訊協定自動重新啟動遊戲…
Chào bạn! Cảm ơn bạn rất nhiều vì đã tin tưởng và đồng hành cùng	你好！感謝你信任並支持
Dự án này được mình phát triển hoàn toàn tâm huyết và miễn phí nhằm mang lại những công cụ tiện ích nhất cho anh em cày game (tính DPS thời gian thực, bảng tra cứu trang bị & ngọc toàn diện, định giá Steam Market trực tiếp và cơ chế tự phục hồi 24/7 khi rớt mạng).	這個免費專案是原作者用心製作的遊戲輔助工具，提供即時 DPS 計算、裝備與寶石資料庫、Steam 市集價格查詢，以及斷線後全天候自動恢復功能。
Nếu bạn cảm thấy Helper hữu ích và giúp bạn tiết kiệm thời gian hoặc săn được nhiều loot ngon, hãy ủng hộ mình một ly cà phê ☕ nhé! Mọi đóng góp dù lớn hay nhỏ đều là nguồn động lực to lớn giúp mình duy trì và hoàn thiện tool tốt hơn nữa. Cảm ơn bạn rất nhiều! ❤️	如果這個助手對你有幫助，節省了時間或讓你獲得更好的戰利品，歡迎請原作者喝杯咖啡 ☕！每一份支持都是持續維護與改進工具的動力。非常感謝！❤️
Tên bạn	你的名字
Đã chép!	已複製！
Đóng	關閉
Ghép T3 (Balo & Kho)	合成 3 階（背包與倉庫）
Phát hiện đổi sang Class	偵測到切換職業
Tự động tối ưu vũ khí	自動最佳化武器
Chính	主要
Phụ	副手
Tự động lắp bộ kỹ năng chuẩn cho Class	自動套用職業標準技能
Tự động ấn nút	自動點擊按鈕
kết nối lại game sau sự cố mạng!	網路異常後重新連線至遊戲！
Lò rèn đã ghép thành công 6 viên ngọc	鍛造爐已成功合成 6 顆寶石
Đã cất	已存入
Đã rút	已領取
an toàn	安全
Kỹ năng này chưa mở khóa! (Yêu cầu Cấp	此技能尚未解鎖！（需求等級
Bạn đã dùng hết điểm kỹ năng! (Tổng:	技能點數已用完！（總共：
điểm tương ứng Cấp	點，對應等級
Không thể giảm cấp vì kỹ năng nhánh dưới đang phụ thuộc vào kỹ năng này!	無法降低等級，因為下方分支技能需要此技能！
Bạn có chắc chắn muốn tẩy toàn bộ điểm kỹ năng của	確定要重置所有技能點數？職業：
về 0 để cộng lại không?	歸零後重新分配？
Khôi phục lại chính xác phân bổ kỹ năng từ file save game của bạn?	要依照你的遊戲存檔還原技能配置嗎？
Đã sẵn sàng lên cấp	已可升級
Bị động (Tự động kích hoạt)	被動（自動觸發）
Chủ động (Có hồi chiêu)	主動（有冷卻時間）
Bị động	被動
Chủ động	主動
Theo hiệu ứng	依效果
Không có (Kỹ năng khởi đầu)	無（起始技能）
Không có mô tả thêm.	沒有其他說明。
Yêu cầu	需求
Thực tế	實際
Bình nguyên	平原
Lâu đài	城堡
Rừng	森林
Tuyết	雪
Băng	冰
Núi	山
Vực	峽谷
Ngục	地牢
Đường	道路
Lối	入口
Đồng	平野
Thành	城
Chưa có dữ liệu ải hoàn thành trong lịch sử chạy. Hãy BẬT Live Sync và hoàn thành ải trong game để BXH ghi nhận hiệu suất thực tế!	尚無已完成關卡的紀錄。請開啟即時同步並完成遊戲關卡，排行榜才能記錄實際效率！
Bạn đang treo máy ở ải có lượng Vàng/giây cao nhất!	你目前正在金幣／秒最高的關卡掛機！
Nhanh hơn	更快
so với ải đang treo	相較於目前掛機關卡
Tốc độ thu hoạch	獲取速度
Tổng máu quái	怪物總生命值
Thời gian lên cấp	升級時間
chỉ mất khoảng	大約只需
treo máy liên tục	持續掛機
Tốc độ tăng cấp: Lượng EXP cao nhất trong tất cả các ải đã mở.	升級速度：所有已解鎖關卡中，經驗值收益最高。
Tốc độ tăng cấp	升級速度
Thưởng mỗi lần clear	每次通關獎勵
Quái & Boss	怪物與首領
Đề xuất: Tuyệt vời! Ải hiện tại đang là ải tối ưu nhất cho CẢ Vàng lẫn EXP!	建議：太棒了！目前關卡的金幣與經驗值效率都是最佳！
Đề xuất: Đang tối ưu Vàng nhất! Chuyển sang	建議：目前金幣效率最佳！可切換至
nếu muốn cày EXP nhanh hơn.	以更快取得經驗值。
Đề xuất: Đang tối ưu EXP nhất! Chuyển sang	建議：目前經驗值效率最佳！可切換至
nếu muốn cày Vàng nhanh hơn.	以更快取得金幣。
Đề xuất: Muốn tối ưu Vàng hãy chuyển về	建議：若要最佳金幣效率，請切換至
muốn tối ưu EXP hãy chuyển sang	若要最佳經驗值效率，請切換至
Đã clear và mở khóa cày AFK tự do.	已通關並解鎖自由掛機。
ước tính	估計
Đang ở	目前位於
Bạn có chắc muốn xóa sạch 20 ải trong lịch sử chạy không?	確定要清除最近 20 次通關紀錄嗎？
Chưa có lịch sử chạy ải nào. Hãy bật chế độ Live Sync và vào chiến đấu trong game!	尚無通關紀錄。請開啟即時同步並在遊戲中進行戰鬥！
Bạn đang chơi class	你目前使用的職業是
nên hiện không thể đổi!	因此目前無法切換！
Đang Chơi Trực Tiếp	目前遊玩中
Đang chơi	目前遊玩中
Đã ghi nhớ	已儲存
Chưa có dữ liệu	尚無資料
Trạng Thái Dữ Liệu	資料狀態
So Sánh	比較
Kỹ Năng Dame To Nhất	最高傷害技能
Ải Ghi Nhận DPS	DPS 記錄關卡
Đòn Phủ Đầu (First Strike)	先制打擊
Bắn Nhanh (Rapid Fire)	快速射擊
Kẻ Quan Sát (Watcher)	觀察者
Mưa Tên (Arrow Rain)	箭雨
Tên Đá (Stone Arrow)	石箭
Bắn Độc (Poisoned)	毒箭
Đòn Đao Phủ (Executioner)	處決者
Chém Trăng Khuyết (Moon Cleave)	殘月斬
Hỏa Trận (Formation Flame)	烈焰陣
Thần Thương (Divine Spear)	神槍
Xung Kích (Shield Charge)	盾牌衝鋒
Chém Trăng (Moon Slash)	月斬
Cầu Lửa (Fireball)	火球
Bão Lửa (Flame Storm)	烈焰風暴
Điểm Dị Thường (Singularity)	奇點
Tia Sét Ma Pháp (Lightning)	魔法閃電
Hố Đen Hủy Diệt (Dark Matter)	毀滅黑洞
Đầm Lầy Dung Nham (Lava Swamp)	熔岩沼澤
Chém / Bắn cơ bản không tốn hồi chiêu	無冷卻的基本斬擊／射擊
Hiệu lực	實際效果
Dùng DPS Thực	使用實際 DPS
Chiêu diện rộng quét lính	範圍清怪技能
Chiêu đơn mục tiêu sát thương cao	高傷害單體技能
Kỹ Năng Bị Động đang áp dụng	目前生效的被動技能
Nạp Nhanh	快速裝填
Bộ Pháp U Linh	幽靈步法
khi dồn mục tiêu	持續攻擊同一目標時
đã được tính vào chỉ số ATK cuối.	已計入最終 ATK 屬性。
Nguồn dữ liệu DPS	DPS 資料來源
lấy trực tiếp từ game (bao gồm Huấn luyện + Pet + Wing + Dị vật). Tỷ lệ sát thương kỹ năng theo thiết kế game. Cấp kỹ năng đồng bộ trực tiếp từ cây kỹ năng trong game.	直接讀取自遊戲（含訓練、寵物、翅膀與遺物）。技能傷害倍率依遊戲設定，技能等級則與遊戲內技能樹即時同步。
Chưa có đủ dữ liệu để phân tích!	資料不足，無法分析！
Hãy vào tab	請前往頁籤
Thống Kê DPS	DPS 統計
Hồ Sơ & Tiến Độ	角色資料與進度
để đồng bộ dữ liệu trước, rồi quay lại bấm	先同步資料，再返回點擊
cần đồng bộ	需要同步
Tổng Quan Tài Khoản	帳號總覽
EXP Lên Cấp	升級所需經驗值
EXP còn thiếu	尚缺經驗值
Ước tính lên Cấp	預估升級
Vàng hiện có	目前金幣
Class đang chơi	目前職業
Công cơ bản	基本攻擊力
Khuếch đại tổng	總增幅
Phân Tích	分析
vào tab Thống Kê DPS trước	請先前往 DPS 統計頁籤
Không còn kỹ năng nào có thể nâng thêm!	沒有可繼續升級的技能！
Xếp Hạng Theo Mức Tăng DPS Khi Nâng 1 Cấp	依升一級增加的 DPS 排行
kỹ năng khác có thể nâng	個其他可升級技能
Lời Khuyên	建議
Nên nâng ngay	建議立即升級
Dồn vàng nâng đều	集中金幣平均升級
Tối Ưu Cây Kỹ Năng (Nâng Cấp Nào Tăng Dame Nhất)	技能樹最佳化（哪個升級增加最多傷害）
Ải đang farm	目前掛機關卡
Gợi Ý Ải Vàng Tốt Hơn	建議更高金幣收益關卡
Đang Cày Ải Vàng Tối Ưu	目前掛機關卡金幣收益最佳
Ải EXP Tốt Nhất Đã Mở	已解鎖的最佳經驗值關卡
Tốt nhất	最佳
Cày Vàng & EXP Tối Ưu	金幣與經驗值掛機最佳化
Dữ liệu từ lần đồng bộ gần nhất	資料來自最近一次同步
Đồng Bộ Ngay	立即同步
ở tab Hồ Sơ	於角色資料頁籤
quay lại bấm	返回並點擊
Tiến độ	進度
Đang farm	掛機中
dựa trên farm	依據掛機收益
Nhấp để tra cứu chi tiết món đồ này trong bảng Trang Bị Toàn Game	點擊可在裝備資料庫查詢此物品詳情
Bấm vào đây để	點此即可
Đã tải thành công hồ sơ của	已成功載入角色資料：
Lỗi đọc file JSON	讀取 JSON 檔案失敗
Chi phí	費用
Giá nâng	升級費用
Hiệu ứng	效果
Bảng Tra Cứu Ngọc Toàn Game	完整寶石資料庫
Tra cứu tất cả 85 loại ngọc (Vũ khí, Giáp, Phụ kiện, Mana) kèm biên độ chỉ số ngẫu nhiên và giá tiền thật trên Steam Market	查詢全部 85 種寶石（武器、防具、飾品、魔力）、隨機屬性範圍與 Steam 市集價格
Chỉ số khảm cố định hoặc thăng cấp	固定或升級鑲嵌屬性
Mở trên Steam Community Market (có	在 Steam 社群市集開啟（共
Xem trên Steam Community Market (có	在 Steam 社群市集查看（共
Không bán trên chợ Steam (Khóa theo tài khoản)	無法在 Steam 市集出售（帳號綁定）
Hệ thống Lò rèn & Kho ngọc tự động đã sẵn sàng.	自動鍛造爐與寶石倉庫系統已就緒。
Đã xóa toàn bộ nhật ký.	已清除所有紀錄。
Đã gửi lệnh yêu cầu Lò rèn ghép ngay trang bị & trang sức Tier 3	已送出指令，要求鍛造爐立即合成 3 階裝備與首飾
Đã thiết lập dung lượng Kho	已設定倉庫容量
Đã gửi lệnh tối ưu và lắp vũ khí mạnh nhất cho Class hiện tại (tìm cả Balo & Kho)...	已送出最佳化指令，從背包與倉庫中尋找並裝備目前職業最強的武器…
Đã gửi lệnh trang bị bộ kỹ năng chuẩn cho Class hiện tại...	已送出指令，套用目前職業的標準技能配置…
Cài đặt bậc auto ghép	自動合成階級設定
Không ghép bậc nào	不合成任何階級
Đã chọn tất cả các bậc (Tier 1-7) để auto ghép.	已選取全部階級（1–7 階）進行自動合成。
Đã BỎ CHỌN tất cả bậc ngọc.	已取消選取所有寶石階級。
Bạn chưa chọn bậc ngọc nào trong cài đặt! Hãy tích chọn ít nhất 1 bậc để ghép.	尚未選取寶石階級！請至少勾選一個階級進行合成。
Đang yêu cầu Lò rèn	正在要求鍛造爐
Đang chuyển toàn bộ ngọc rời từ Balo vào Kho...	正在將背包中的全部零散寶石存入倉庫…
Đang rút toàn bộ ngọc rời từ Kho về Balo...	正在將倉庫中的全部零散寶石領回背包…
Đang cất ngọc	正在存入寶石
Đang rút ngọc	正在領取寶石
Chưa đủ 6 viên	尚未達到 6 顆
Đủ ghép	可合成
Đang khảm	已鑲嵌
Sao chép đường dẫn thủ công	手動複製路徑
Dữ liệu JSON không hợp lệ.	JSON 資料無效。
Đồng bộ dữ liệu thành công!	資料同步成功！
Dữ liệu đã được lưu vào trình duyệt của bạn (tự động tải lại ở các lần sau).	資料已儲存於你的瀏覽器，下次開啟時會自動載入。
Lỗi đọc file Save	讀取存檔失敗
Vui lòng kiểm tra lại file .json có đúng định dạng hồ sơ nhân vật không.	請確認 .json 檔案是否為正確的角色資料格式。
Bạn có muốn khôi phục lại hồ sơ nhân vật mặc định ban đầu không?	要還原最初的預設角色資料嗎？
Tự động xác nhận kết nối lại khi lỗi mạng	網路錯誤時自動確認重新連線
Khi game bị ngắt kết nối và hiện hộp thoại "Kết nối lại thất bại", tự động ấn "Xác nhận" để kết nối lại máy chủ mà không bị gián đoạn treo máy.	遊戲斷線並顯示「重新連線失敗」時，自動按下「確認」重新連線至伺服器，避免掛機中斷。
Mất kết nối tới Genesis.exe!	與 Genesis.exe 的連線中斷！
Đang tự động thử kết nối lại hoặc kích hoạt Steam mở lại game...	正在自動嘗試重新連線，或透過 Steam 重啟遊戲…
Khởi Động Game Qua Steam	透過 Steam 啟動遊戲
Vị Trí (Slot)	部位
Đã định danh chuẩn xác theo Chapter & Độ Khó trong game (ví dụ	已依遊戲內章節與難度精確對應（例如
so với treo máy ở ải cao nhất 2-8 Rất khó!	相較於在最高關卡 2-8「非常困難」掛機！
sát thương cao nhất đến thấp nhất	依傷害由高至低
phí nội bộ Binance	Binance 內部轉帳費
Mở App Binance ➔ Bấm biểu tượng	開啟 Binance 應用程式 ➔ 點擊圖示
Quét mã QR	掃描 QR 碼
góc trên màn hình	於畫面上方
Quét mã hoặc nhập Pay ID	掃描 QR 碼或輸入 Pay ID
ngày	天
Đầu	首頁
Trước	上一頁
Tiếp	下一頁
Cuối	末頁
Tạm dừng	已暫停
Tối ưu	最佳化
Tổng	總計
rộng	廣泛
đó	該項
đòn	次攻擊
lên	提升
món	件
không	不
cần	需要
Chỉ	僅
chưa	尚未
dữ liệu	資料
tự động	自動
đổi Class	切換職業
lắp vũ khí	裝備武器
ghép	合成
cùng	相同
mọi	所有
có thể trộn cấp	可混用等級
cho phép	允許
dùng	使用
gom	收集
lẫn	以及
cả	全部
từ	從
về	返回
ra	至
lẻ	零散
khi farm	掛機時
quét	掃描
các bậc đã chọn	已選階級
Nhân vật	角色
Đủ	足夠
Thiếu	尚缺
Cất	存入
Rút	領取
nhận đồ	收取物品
bậc	階級
đã chọn	已選取
kết nối	連線
máy chủ	伺服器
Công	攻擊力
chuẩn	標準
rút	領取
Bạn có chắc muốn xóa sạch	確定要清除
lịch sử chạy	通關紀錄
đã Max Level	已達最高等級
gain	增幅
nâng	升級
Bấm	點擊
của bạn	你的
Tra cứu	查詢
Vũ khí	武器
loại ngọc	種寶石
kèm biên độ chỉ số ngẫu nhiên và giá tiền thật trên Steam Market	附隨機屬性範圍與 Steam 市集實際價格
CÙNG CẤP ĐỘ	相同等級
Đã thiết lập dung lượng Kho đồ	已設定倉庫容量
đổi kỹ năng	切換技能
Đã BỎ CHỌN	已取消選取
Đang chuyển	正在移動
ngọc rời	零散寶石
Đang rút	正在領取
loại	類型
đồ	物品
hoặc file bạn từng lưu.	或你先前儲存的檔案。
6 viên bất kỳ cùng cấp (không cần cùng loại) -> 1 viên cấp kế tiếp	任意 6 顆同階寶石（無須同類型）→ 1 顆高一階寶石
Dữ liệu đọc trực tiếp và đồng bộ thời gian thực từ game Genesis.exe	從 Genesis.exe 直接讀取並即時同步資料
Bộ lọc bậc này	此階級篩選器
Gom cả Balo & Kho (trừ ngọc khảm trên người)	收集背包與倉庫中的寶石（不含已鑲嵌寶石）
EXP nữa để lên cấp 33!	經驗值即可升至 33 級！
Đang phân tích...	分析中…
Máu Quái Ải Này	本關怪物生命值
FAILED (Đỏ)	失敗（紅色）
để mở nhanh thư mục lưu game.	以快速開啟遊戲存檔資料夾。
Đang tải dữ liệu phân tích...	正在載入分析資料…
Mã Lệnh Batch Script	批次指令碼
Mở thư mục cài đặt game hoặc thư mục Helper.	開啟遊戲安裝資料夾或助手資料夾。
DPS Mô Phỏng	模擬 DPS
: Hệ thống chỉ tự động ghép các bậc ngọc được tích dấu xanh (đủ 6 viên). Bậc không tích sẽ giữ nguyên để dùng hoặc khảm trang bị.	：系統只會自動合成已勾選且達 6 顆的寶石階級。未勾選的階級會保留供使用或鑲嵌。
MB Bank (Ngân Hàng Quân Đội)	MB Bank（越南軍隊銀行）
hỗ trợ gom ngọc từ cả	支援收集來自以下位置的寶石：
Bảng thống kê được sắp xếp từ	統計表排序方式：
Tìm trong thư mục	在資料夾中尋找
để chạy.	即可執行。
Phân Tích Thông Minh Tài Khoản	帳號智慧分析
Đang tính toán hiệu suất...	正在計算效率…
Tính Năng Phân Tích Thông Minh — Đang phát triển	智慧分析功能 — 開發中
Một cửa sổ nhỏ sẽ theo dõi tiến trình 24/7. Nếu game văng, nó sẽ tự bật lại trong vòng 5 giây!	小視窗會全天候監控程序。若遊戲閃退，會在 5 秒內自動重新啟動！
có kèm icon kỹ năng thực tế từ trong game	附遊戲中的實際技能圖示
Hành Động Riêng	個別操作
Nhấp đúp chuột vào file	按兩下檔案
Tìm kiếm ngọc theo tên (VD: Ngọc Dũng Khí, Strife, Valor...)	依名稱搜尋寶石（例如：勇氣、鬥爭…）
Cách Sử Dụng 1-Click	一鍵使用方式
(không áp dụng cho tính năng ghép Trang bị / Trang sức Tier 3 ở trên).	（不適用於上方的 3 階裝備／首飾合成功能）。
Hệ thống đang được tiếp tục hoàn thiện thuật toán phân tích tối ưu hóa cây kỹ năng và trang bị theo thời gian thực. Phần bên dưới hiện đang được làm mờ (preview).	系統仍在完善技能樹與裝備的即時最佳化分析演算法。下方目前以淡化方式顯示預覽內容。
Khi treo máy qua đêm, nếu gặp sự cố rớt mạng hoặc game bị đóng, công cụ	夜間掛機遇到斷線或遊戲關閉時，工具
Bỏ dở giữa chừng (Xám)	中途離開（灰色）
Ải Bạn Đang Đánh Trong Game	遊戲中目前正在挑戰的關卡
Khi nhặt ngọc mới hoặc ghép xong, tự động cất vào Kho để tránh đầy Balo khi AFK.	拾取新寶石或合成完成後，自動存入倉庫，避免掛機時背包塞滿。
Dán đường dẫn này vào thanh địa chỉ của	將此路徑貼到網址列：
Đề xuất: Đang phân tích ải tối ưu nhất...	建議：正在分析最佳關卡…
Trạng thái: Đang kết nối hoặc nạp hồ sơ...	狀態：正在連線或載入角色資料…
Thu Hoạch Dự Kiến	預估收益
Xóa bỏ toàn bộ lịch sử DPS các class đã lưu trong trình duyệt	清除瀏覽器中儲存的所有職業 DPS 紀錄
Khi đổi nhân vật ra trận trong game, tự tìm và lắp vũ khí chính & phụ mạnh nhất (tìm cả Balo và Kho 1, 2, 3).	在遊戲中切換出戰角色時，自動從背包與倉庫（1、2、3）尋找並裝備最強的主武器與副武器。
Bạn đang chơi class này nên hiện không thể đổi!	目前正在使用此職業，因此無法切換！
Ải Vượt Qua	已通關關卡
Số kho đồ đã mở khóa	已解鎖倉庫數量
CHỈ DÀNH CHO NGỌC	僅適用於寶石
sẽ tự động phát hiện và khởi chạy lại game ngay lập tức với đúng cổng kết nối	會自動偵測並立即以正確的連接埠重新啟動遊戲
Khi đổi nhân vật ra trận trong game, tự động lắp bộ kỹ năng tối ưu phù hợp với class tương ứng.	在遊戲中切換出戰角色時，自動套用該職業的最佳技能配置。
Bỏ chọn hết	取消全選
Tên Người Chơi	玩家名稱
Bắt buộc 6 trang bị (hoặc 3 trang sức) phải cùng cấp yêu cầu (ví dụ cùng Lv 35, hoặc cùng Lv 45). Ngăn chặn tuyệt đối việc bị trộn món Lv 1 tạo ra đồ Đỏ cấp thấp.	要求 6 件裝備（或 3 件首飾）具有相同需求等級（例如皆為 35 級或 45 級），避免混入 1 級物品而產生低等級紅裝。
Khởi động	啟動
các file có tên	以下名稱的檔案
Ghép ngay lập tức các món Trang bị (cần 6) và Trang sức (cần 3) cùng Tier 3	立即合成同為 3 階的裝備（需要 6 件）與首飾（需要 3 件）
Đang đọc dữ liệu...	正在讀取資料…
Tỷ lệ 100% thành công	成功率 100%
điểm	點
Điểm Skill	技能點數
Skill Tree	技能樹
Auto Save & Pts	自動儲存與點數
Auto Save	自動儲存
Auto Fuse	自動合成
Auto Jewel Forge & Storage	自動宝石鍛造與倉庫
Combat Breakdown	戰鬥分析
Money/s	金幣／秒
Gold/s	金幣／秒
EXP/s	經驗值／秒
Gold	金幣
EXP	經驗值
Tier	階
Level	等級
Lv	等級
Melee	近戰
Ranged	遠程
Archer	弓箭手
Knight	騎士
Mage	法師
Normal	普通
Easy	簡單
Very Hard	非常困難
Hard	困難
Hell	地獄
Nightmare	噩夢
Despair	絕望
Abyss	深淵
Chaos	混沌
Catastrophe	災難
Apocalypse	末日
Beginner	初學者
Basic	基礎
Common	普通
Advanced	進階
Superior	上級
Rare	稀有
Divine	神聖
Low-Grade	低階
Mid-Grade	中階
Medium-Grade	中階
High-Grade	高階
Special	特級
Jewels & Steam Price	寶石與 Steam 價格
Jewels	寶石
Jewel	寶石
Skill	技能
Skills	技能
Skill Points	技能點數
Training Skills	訓練技能
Training	訓練
Required Level	需求等級
Req	需求
Equipped	已裝備
Passive	被動
Active	主動
Attack Speed	攻擊速度
Critical Damage	暴擊傷害
Critical Rate	暴擊率
Critical Resistance	暴擊抗性
Damage Amplification	傷害增幅
Attack	攻擊
Defense	防禦
Damage	傷害
Cooldown	冷卻時間
Main Weapon	主武器
Sub Weapon	副武器
Secondary Weapon	副武器
Weapon	武器
Helmet	頭盔
Gloves	手套
Boots	靴子
Armor	鎧甲
Shoulders	肩甲
Cloak	披風
Ring	戒指
Earrings	耳環
Necklace	項鍊
Bracelet	手鐲
Belt	腰帶
Brooch	胸針
Accessory	飾品
Accessories	飾品
Bag	背包
Vault	倉庫
Storage	倉庫
Slot	部位
Stats	屬性
Preview	預覽
Chapter	章節
Stage	關卡
Boss	首領
Mob	怪物
Single	單體
Name	名稱
Support the Developer	支持原作者
Always allow	一律允許
Support Me	支持原作者
Free	免費
Non-Profit	非營利
Bank	銀行
Copy	複製
Copied	已複製
Close	關閉
Launch Game	啟動遊戲
Launch	啟動
Live Sync	即時同步
Live	即時
Offline	離線
Online	在線
Paused	已暫停
Connecting	連線中
Reconnect	重新連線
Connect	連線
Sync	同步
FAILED	失敗
Failed	失敗
Success	成功
Loading	載入中
No data	無資料
None	無
Clear History	清除紀錄
Clear Log	清除紀錄
Clear	清除
Restore	還原
Default	預設
Import	匯入
Export	匯出
Search	搜尋
All	全部
Price	價格
Max Level	最高等級
Max	最大
Min	最小
Class	職業
Real	實際
per	每
Total	總計
Current	目前
Status	狀態
ON	開啟
OFF	關閉
Watchdog	程序監控
English	英文
Money	金幣
Auto	自動
Money/s & EXP/s	金幣／秒與經驗值／秒
Moon Cleave	殘月斬
Formation Flame	烈焰陣
Divine Spear	神槍
Moon Slash	月斬
Shield Charge	盾牌衝鋒
Earth Smash	大地粉碎
Boiling Blood	沸騰之血
High-Speed Flurry	高速連擊
Barricade	防禦壁壘
Godslayer Spear	弒神之槍
Titan's Fist	泰坦之拳
Time Reversal	時間逆轉
Vanguard	先鋒
Lightning Armor	雷電鎧甲
Fighting Spirit	鬥志
Vitality	生命力
Thunderbolt	雷霆
Fierce Assault	猛烈突擊
Lightning Boost	雷電強化
Pursuit	追擊
Battle Spirit	戰意
Shield of Conviction	信念之盾
Endurance	耐力
Fortitude	堅韌
Perfect Defense	完美防禦
Life Drain	生命吸取
Survival Instinct	生存本能
Immortality	不朽
Iron Wall Defense	鐵壁防禦
Tough Body	強健體魄
Deflect	招架
Lethal Lightning	致命雷電
Swiftness	迅捷
Healing Touch	治癒之觸
Artisan's Armor	工匠鎧甲
First Strike	先制打擊
Rapid Fire	快速射擊
Watcher	觀察者
Double Down	雙重打擊
Boom Shot	爆裂射擊
Full Focus Shot	全神貫注射擊
Hit Mark	命中標記
Arrow Rain	箭雨
Stone Arrow	石箭
Poisoned	毒箭
Combat Focus	戰鬥專注
Snipe	狙擊
Fire Jester	烈焰戲法
Poison Blood	毒血
Bleed	流血
Counterattack	反擊
Shadow Step	暗影步
Expose Weakness	揭露弱點
Sharpshooter	神射手
Take Cover	尋找掩護
Limit Break	突破極限
Ghost Steps	幽靈步法
Quick Reload	快速裝填
Bloody Battle	浴血之戰
Lethal Poison	致命毒素
Poison	毒
One More Time!	再來一次！
Poison Arrow	毒箭術
Quick Step	疾步
Hawk Eye	鷹眼
Deadly Poison	致死之毒
Precision Aim	精準瞄準
Long Shot	遠距射擊
Special Bullet	特製子彈
Giant Hunter	巨人獵手
Dark Blast	黑暗爆破
Flame Storm	烈焰風暴
Arcane Burst	奧術爆發
Titan Seal	泰坦封印
Roar	咆哮
Mind Control	心靈控制
Divine Judgment	神聖審判
Holy Blow	神聖打擊
Fireball	火球
Lava Swamp	熔岩沼澤
Mental Breakdown	精神崩潰
Meteor Summon	隕石召喚
Omnipotence	全能
Breath of Fire	火焰吐息
Prayer	祈禱
Brand	烙印
Mana Drain	魔力吸取
Breath of Life	生命氣息
Mana Circulation	魔力循環
Spell Chain	法術連鎖
Heat Amplification	熱能增幅
Chain Casting	連續施法
Mana Pierce	魔力穿透
Barrier Break	結界破壞
Inferno	煉獄
Execution	處決
Willpower	意志力
Resurrection	復活
Master's Staff	大師法杖
Battle Experience	戰鬥經驗
Sharp Strike	銳利打擊
Ignition	點燃
Mana Amplification	魔力增幅
Skill Tome	技能典籍
Iron Sword	鐵劍
Short Bow	短弓
Silver Staff	白銀法杖
Iron Shield	鐵盾
Wooden Quiver	木製箭袋
Great Sword	巨劍
Hunter Bow	獵人之弓
Ruby Staff	紅寶石法杖
Sturdy Shield	堅固盾牌
Leather Quiver	皮製箭袋
Chrysaor	克律薩俄耳
Crossbow	十字弩
Topaz Staff	黃玉法杖
Ranger Shield	遊俠盾牌
Gunpowder Shot	火藥彈
Sylphid	風之精靈
Hellfire Bow	地獄火之弓
Rapid Staff	迅捷法杖
Soldier's Shield	士兵盾牌
Advanced Quiver	進階箭袋
Black Iron Sword	黑鐵劍
Valentine	瓦倫丁
Crescent Staff	新月法杖
Warrior's Shield	戰士盾牌
Advanced Ammo	進階彈藥
Varisada	瓦里薩達
Uni Bow	尤尼之弓
Obsidian Staff	黑曜石法杖
Elite Shield	精銳盾牌
Ornate Quiver	華麗箭袋
Sword of Death	死亡之劍
MC Valentine	MC 瓦倫丁
Trinity Staff	三位一體法杖
Dark Soldier Shield	暗影士兵盾牌
Tri-Color Ammo	三色彈藥
Durendal	杜蘭達爾
Stormbringer	喚風者
Asura	阿修羅
Beretta	貝瑞塔
GS Sword	GS 劍
Xeno Blade	異界之刃
Murasama	村正
